Sample ID,Commodity,Pesticide Code,Pesticide Name,Concentration,LOD,pp_,Annotate,Quantitate,Mean,Commodity Type,Variety,Commodity Claim,Facility Type,Origin,Country,State,Quantity,EPA Tolerance (ppm)
"TX1501200406STCA1","ST","B22","Cyprodinil","0.045","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","5.0"
"TX1501200406STCA1","ST","B23","Fludioxonil","0.043","0.01","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"TX1501200406STCA1","ST","AGG","Flonicamid","0.031","0.03","M","","","O","FR","NA","NC","D","1","","CA","","1.5"
"TX1501200406STCA1","ST","607","Metalaxyl/Mefenoxam","0.021","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","10.0"
"TX1501200406STCA1","ST","B16","Pyrimethanil","0.23","0.005","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"TX1501200406STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.18","0.01","M","","","O","FR","NA","NC","D","1","","CA","","20.0"
"TX1502170221STCA1","ST","666","Carbendazim (MBC)","0.029","0.0025","M","","","O","FR","NA","NC","D","1","","TX","","7.0"
"TX1502170221STCA1","ST","ALV","Spiromesifen alcohol","0.019","0.0012","M","","","O","FR","NA","NC","D","1","","TX","","2.0"
"TX1502170221STCA1","ST","B61","Pyraclostrobin","0.016","0.0025","M","","","O","FR","NA","NC","D","1","","TX","","1.2"
"TX1502170221STCA1","ST","AGT","Spiromesifen","0.0096","0.0025","M","","","O","FR","NA","NC","D","1","","TX","","2.0"
"TX1502170221STCA1","ST","AES","Methoxyfenozide","0.0083","0.0025","M","","","O","FR","NA","NC","D","1","","TX","","2.0"
"TX1502170221STCA1","ST","B75","Boscalid","0.062","0.005","M","","","O","FR","NA","NC","D","1","","TX","","4.5"
"TX1502170405STCA1","ST","666","Carbendazim (MBC)","0.015","0.0025","M","","","O","FR","NA","NC","D","1","","","","7.0"
"TX1502170405STCA1","ST","B84","Etoxazole","0.0097","0.0025","M","","","O","FR","NA","NC","D","1","","","","0.50"
"TX1502170405STCA1","ST","A61","Triflumizole","0.0084","0.005","M","","","O","FR","NA","NC","D","1","","","","2.0"
"TX1502170405STCA1","ST","B75","Boscalid","0.0057","0.005","M","","","O","FR","NA","NC","D","1","","","","4.5"
"TX1502170405STCA1","ST","B10","Hexythiazox","0.0043","0.0025","M","","","O","FR","NA","NC","D","1","","","","6"
"TX1502170405STCA1","ST","AKS","Acequinocyl","0.11","0.01","M","","","O","FR","NA","NC","D","1","","","","0.50"
"TX1502170406STCA1","ST","B22","Cyprodinil","0.82","0.0025","M","","","O","FR","NA","NC","D","1","","","","5.0"
"TX1502170406STCA1","ST","AES","Methoxyfenozide","0.0034","0.0025","M","","","O","FR","NA","NC","D","1","","","","2.0"
"TX1502170406STCA1","ST","ABB","Spinosad","0.023","0.0025","M","","","O","FR","NA","NC","D","1","","","","0.90"
"TX1502170406STCA1","ST","B84","Etoxazole","0.018","0.0025","M","","","O","FR","NA","NC","D","1","","","","0.50"
"TX1502170406STCA1","ST","666","Carbendazim (MBC)","0.013","0.0025","M","","","O","FR","NA","NC","D","1","","","","7.0"
"TX1502170406STCA1","ST","052","Malathion","0.013","0.005","M","","","O","FR","NA","NC","D","1","","","","8"
"TX1502170406STCA1","ST","AGW","Chlorantraniliprole","0.011","0.01","M","","","O","FR","NA","NC","D","1","","","","1.0"
"TX1502170406STCA1","ST","B48","Azoxystrobin","0.0063","0.0025","M","","","O","FR","NA","NC","D","1","","","","10.0"
"TX1502170406STCA1","ST","B23","Fludioxonil","0.39","0.01","M","","","O","FR","NA","NC","D","1","","","","3.0"
"TX1502170406STCA1","ST","B16","Pyrimethanil","0.31","0.005","M","","","O","FR","NA","NC","D","1","","","","3.0"
"TX1502170406STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.26","0.01","M","","","O","FR","NA","NC","D","1","","","","20.0"
"TX1502170406STCA1","ST","B43","Thiamethoxam","0.072","0.0025","M","","","O","FR","NA","NC","D","1","","","","0.30"
"TX1502170406STCA1","ST","930","Bifenthrin","0.072","0.01","M","","","O","FR","NA","NC","D","1","","","","3.0"
"TX1502170406STCA1","ST","ALV","Spiromesifen alcohol","0.047","0.0012","M","","","O","FR","NA","NC","D","1","","","","2.0"
"TX1503160103STCA1","ST","666","Carbendazim (MBC)","0.0064","0.0025","M","","","O","FR","Unknown","NC","D","1","","CA","","7.0"
"TX1503160103STCA1","ST","052","Malathion","0.0057","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","8"
"TX1503160103STCA1","ST","626","Iprodione","0.0055","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","15.0"
"TX1503160103STCA1","ST","B48","Azoxystrobin","0.0054","0.0025","M","","","O","FR","Unknown","NC","D","1","","CA","","10.0"
"TX1503160103STCA1","ST","B22","Cyprodinil","0.0042","0.0025","M","","","O","FR","Unknown","NC","D","1","","CA","","5.0"
"TX1503160103STCA1","ST","B57","Quinoxyfen","0.0026","0.0025","M","","","O","FR","Unknown","NC","D","1","","CA","","1.0"
"TX1503160103STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.063","0.01","M","","","O","FR","Unknown","NC","D","1","","CA","","20.0"
"TX1503160103STCA1","ST","AMC","Cyflumetofen","0.022","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","0.60"
"TX1503160103STCA1","ST","930","Bifenthrin","0.018","0.01","M","","","O","FR","Unknown","NC","D","1","","CA","","3.0"
"TX1503160103STCA1","ST","AFS","Fenpyroximate","0.015","0.0025","M","","","O","FR","Unknown","NC","D","1","","CA","","1.0"
"TX1503160105STCA1","ST","B22","Cyprodinil","0.4","0.0025","M","","","O","FR","N/A","NC","D","1","","CA","","5.0"
"TX1503160105STCA1","ST","B10","Hexythiazox","0.0039","0.0025","M","","","O","FR","N/A","NC","D","1","","CA","","6"
"TX1503160105STCA1","ST","B75","Boscalid","0.25","0.005","M","","","O","FR","N/A","NC","D","1","","CA","","4.5"
"TX1503160105STCA1","ST","B23","Fludioxonil","0.11","0.01","M","","","O","FR","N/A","NC","D","1","","CA","","3.0"
"TX1503160105STCA1","ST","AGG","Flonicamid","0.078","0.03","M","","","O","FR","N/A","NC","D","1","","CA","","1.5"
"TX1503160105STCA1","ST","AFX","Novaluron","0.074","0.02","M","","","O","FR","N/A","NC","D","1","","CA","","0.45"
"TX1503160105STCA1","ST","B61","Pyraclostrobin","0.05","0.0025","M","","","O","FR","N/A","NC","D","1","","CA","","1.2"
"TX1503160105STCA1","ST","B41","Fenhexamid","0.023","0.02","M","","","O","FR","N/A","NC","D","1","","CA","","3.0"
"TX1503160201STCA1","ST","ALV","Spiromesifen alcohol","0.007","0.0012","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"TX1503160201STCA1","ST","B61","Pyraclostrobin","0.0051","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","1.2"
"TX1503160201STCA1","ST","AGT","Spiromesifen","0.0027","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"TX1503160201STCA1","ST","607","Metalaxyl/Mefenoxam","0.0027","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","10.0"
"TX1503160201STCA1","ST","AKD","Penthiopyrad","0.058","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"TX1503160201STCA1","ST","B41","Fenhexamid","0.032","0.02","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"TX1503160201STCA1","ST","B75","Boscalid","0.028","0.005","M","","","O","FR","NA","NC","D","1","","CA","","4.5"
"TX1503160201STCA1","ST","B48","Azoxystrobin","0.019","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","10.0"
"TX1503160409STCA1","ST","B23","Fludioxonil","0.059","0.01","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"TX1503160409STCA1","ST","B82","Bifenazate","0.011","0.0025","M","","P","O","FR","NA","NC","D","1","","CA","","1.5"
"TX1503160409STCA1","ST","B61","Pyraclostrobin","0.0086","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","1.2"
"TX1503160409STCA1","ST","607","Metalaxyl/Mefenoxam","0.0068","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","10.0"
"TX1503160409STCA1","ST","967","Imidacloprid","0.0061","0.005","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"TX1503160409STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.69","0.01","M","","","O","FR","NA","NC","D","1","","CA","","20.0"
"TX1503160409STCA1","ST","B41","Fenhexamid","0.15","0.02","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"TX1503160409STCA1","ST","B22","Cyprodinil","0.13","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","5.0"
"TX1503160409STCA1","ST","AGG","Flonicamid","0.12","0.03","M","","","O","FR","NA","NC","D","1","","CA","","1.5"
"TX1503160421STCA1","ST","B41","Fenhexamid","0.45","0.02","M","","","O","FR","Strawberries-Fraises","NC","D","1","","CA","","3.0"
"TX1503160421STCA1","ST","ALV","Spiromesifen alcohol","0.0091","0.0012","M","","","O","FR","Strawberries-Fraises","NC","D","1","","CA","","2.0"
"TX1503160421STCA1","ST","AGT","Spiromesifen","0.0029","0.0025","M","","","O","FR","Strawberries-Fraises","NC","D","1","","CA","","2.0"
"TX1503160421STCA1","ST","607","Metalaxyl/Mefenoxam","0.0029","0.0025","M","","","O","FR","Strawberries-Fraises","NC","D","1","","CA","","10.0"
"TX1503160421STCA1","ST","B43","Thiamethoxam","0.0027","0.0025","M","","","O","FR","Strawberries-Fraises","NC","D","1","","CA","","0.30"
"TX1503160421STCA1","ST","B22","Cyprodinil","0.069","0.0025","M","","","O","FR","Strawberries-Fraises","NC","D","1","","CA","","5.0"
"TX1503160421STCA1","ST","B23","Fludioxonil","0.042","0.01","M","","","O","FR","Strawberries-Fraises","NC","D","1","","CA","","3.0"
"TX1503160421STCA1","ST","B16","Pyrimethanil","0.026","0.005","M","","","O","FR","Strawberries-Fraises","NC","D","1","","CA","","3.0"
"TX1503160421STCA1","ST","AGY","Spinetoram","0.017","0.01","M","","","O","FR","Strawberries-Fraises","NC","D","1","","CA","","1.0"
"TX1504200030STCA1","ST","AKD","Penthiopyrad","0.063","0.0025","M","","","O","FR","Unknown","NC","D","1","","CA","","3.0"
"TX1504200030STCA1","ST","A61","Triflumizole","0.052","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","2.0"
"TX1504200030STCA1","ST","B16","Pyrimethanil","0.029","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","3.0"
"TX1504200030STCA1","ST","B75","Boscalid","0.0093","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","4.5"
"TX1504200030STCA1","ST","624","Tetrahydrophthalimide (THPI)","1.5","0.01","M","","","O","FR","Unknown","NC","D","1","","CA","","20.0"
"TX1504200030STCA1","ST","B41","Fenhexamid","0.82","0.02","M","","","O","FR","Unknown","NC","D","1","","CA","","3.0"
"TX1504200030STCA1","ST","AGG","Flonicamid","0.11","0.03","M","","","O","FR","Unknown","NC","D","1","","CA","","1.5"
"TX1504200103STCA1","ST","AGW","Chlorantraniliprole","0.033","0.01","M","","","O","FR","Unknown","NC","D","1","","CA","","1.0"
"TX1504200103STCA1","ST","808","Fenpropathrin","0.01","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","2.0"
"TX1504200103STCA1","ST","B75","Boscalid","0.0085","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","4.5"
"TX1504200103STCA1","ST","B16","Pyrimethanil","0.0055","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","3.0"
"TX1504200103STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.31","0.01","M","","","O","FR","Unknown","NC","D","1","","CA","","20.0"
"TX1504200103STCA1","ST","B22","Cyprodinil","0.14","0.0025","M","","","O","FR","Unknown","NC","D","1","","CA","","5.0"
"TX1504200103STCA1","ST","B82","Bifenazate","0.11","0.0025","M","","P","O","FR","Unknown","NC","D","1","","CA","","1.5"
"TX1504200105STCA1","ST","B41","Fenhexamid","0.089","0.02","M","","","O","FR","Red Strawberries","NC","D","1","","CA","","3.0"
"TX1504200105STCA1","ST","B10","Hexythiazox","0.0032","0.0025","M","","","O","FR","Red Strawberries","NC","D","1","","CA","","6"
"TX1504200105STCA1","ST","B52","Buprofezin","0.0027","0.0025","M","","","O","FR","Red Strawberries","NC","D","1","","CA","","2.5"
"TX1504200105STCA1","ST","208","Malathion oxygen analog","0.0027","0.0025","M","","","O","FR","Red Strawberries","NC","D","1","","CA","","8"
"TX1504200105STCA1","ST","052","Malathion","0.081","0.005","M","","","O","FR","Red Strawberries","NC","D","1","","CA","","8"
"TX1504200105STCA1","ST","AGG","Flonicamid","0.051","0.03","M","","","O","FR","Red Strawberries","NC","D","1","","CA","","1.5"
"TX1504200105STCA1","ST","B80","Acetamiprid","0.042","0.0025","M","","","O","FR","Red Strawberries","NC","D","1","","CA","","0.60"
"TX1504200105STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.023","0.01","M","","","O","FR","Red Strawberries","NC","D","1","","CA","","20.0"
"TX1504200107STCA1","ST","930","Bifenthrin","0.04","0.01","M","","","O","FR","N/A","NC","D","1","","CA","","3.0"
"TX1504200107STCA1","ST","B75","Boscalid","0.032","0.005","M","","","O","FR","N/A","NC","D","1","","CA","","4.5"
"TX1504200107STCA1","ST","679","Myclobutanil","0.027","0.01","M","","","O","FR","N/A","NC","D","1","","CA","","0.50"
"TX1504200107STCA1","ST","AFX","Novaluron","0.025","0.02","M","","","O","FR","N/A","NC","D","1","","CA","","0.45"
"TX1504200107STCA1","ST","B22","Cyprodinil","0.024","0.0025","M","","","O","FR","N/A","NC","D","1","","CA","","5.0"
"TX1504200107STCA1","ST","967","Imidacloprid","0.01","0.005","M","","","O","FR","N/A","NC","D","1","","CA","","0.50"
"TX1504200107STCA1","ST","B16","Pyrimethanil","0.0074","0.005","M","","","O","FR","N/A","NC","D","1","","CA","","3.0"
"TX1504200107STCA1","ST","AKD","Penthiopyrad","0.58","0.0025","M","","","O","FR","N/A","NC","D","1","","CA","","3.0"
"TX1504200107STCA1","ST","AGG","Flonicamid","0.46","0.03","M","","","O","FR","N/A","NC","D","1","","CA","","1.5"
"TX1504200107STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.28","0.01","M","","","O","FR","N/A","NC","D","1","","CA","","20.0"
"TX1504200201STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.76","0.01","M","","","O","FR","NA","NC","D","1","","CA","","20.0"
"TX1504200201STCA1","ST","679","Myclobutanil","0.012","0.01","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"TX1504200201STCA1","ST","B72","Tetraconazole","0.09","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","0.25"
"TX1504200201STCA1","ST","B82","Bifenazate","0.05","0.0025","M","","P","O","FR","NA","NC","D","1","","CA","","1.5"
"TX1504200221STCA1","ST","AKS","Acequinocyl","1.6","0.01","M","X","P","O","FR","NA","NC","R","1","","CA","","0.50"
"TX1504200221STCA1","ST","AES","Methoxyfenozide","0.0029","0.0025","M","","","O","FR","NA","NC","R","1","","CA","","2.0"
"TX1504200221STCA1","ST","B75","Boscalid","0.41","0.005","M","","","O","FR","NA","NC","R","1","","CA","","4.5"
"TX1504200221STCA1","ST","B61","Pyraclostrobin","0.16","0.0025","M","","","O","FR","NA","NC","R","1","","CA","","1.2"
"TX1504200221STCA1","ST","B22","Cyprodinil","0.15","0.0025","M","","","O","FR","NA","NC","R","1","","CA","","5.0"
"TX1504200221STCA1","ST","B23","Fludioxonil","0.064","0.01","M","","","O","FR","NA","NC","R","1","","CA","","3.0"
"TX1504200221STCA1","ST","967","Imidacloprid","0.051","0.005","M","","","O","FR","NA","NC","R","1","","CA","","0.50"
"TX1504200221STCA1","ST","AGW","Chlorantraniliprole","0.039","0.01","M","","","O","FR","NA","NC","R","1","","CA","","1.0"
"TX1504200406STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.026","0.01","M","","","O","FR","NA","NC","D","1","","","","20.0"
"TX1504200406STCA1","ST","AFX","Novaluron","0.023","0.02","M","","","O","FR","NA","NC","D","1","","","","0.45"
"TX1504200406STCA1","ST","B75","Boscalid","0.014","0.005","M","","","O","FR","NA","NC","D","1","","","","4.5"
"TX1504200406STCA1","ST","AGG","Flonicamid","0.19","0.03","M","","","O","FR","NA","NC","D","1","","","","1.5"
"TX1504200406STCA1","ST","666","Carbendazim (MBC)","0.094","0.0025","M","","","O","FR","NA","NC","D","1","","","","7.0"
"TX1504200406STCA1","ST","B80","Acetamiprid","0.063","0.0025","M","","","O","FR","NA","NC","D","1","","","","0.60"
"TX1504200406STCA1","ST","B48","Azoxystrobin","0.063","0.0025","M","","","O","FR","NA","NC","D","1","","","","10.0"
"TX1504200406STCA1","ST","B58","Difenoconazole","0.037","0.005","M","","","O","FR","NA","NC","D","1","","","","2.5"
"TX1504200425STCA1","ST","B41","Fenhexamid","0.063","0.02","M","","","O","FR","N/A","NC","D","1","","CA","","3.0"
"TX1504200425STCA1","ST","AGG","Flonicamid","0.047","0.03","M","","","O","FR","N/A","NC","D","1","","CA","","1.5"
"TX1504200425STCA1","ST","B72","Tetraconazole","0.019","0.0025","M","","","O","FR","N/A","NC","D","1","","CA","","0.25"
"TX1504200425STCA1","ST","AKS","Acequinocyl","0.46","0.01","M","","P","O","FR","N/A","NC","D","1","","CA","","0.50"
"TX1504200425STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.084","0.01","M","","","O","FR","N/A","NC","D","1","","CA","","20.0"
"TX1505180107STCA1","ST","B75","Boscalid","0.2","0.005","M","","","O","FR","N/A","NC","D","1","","CA","","4.5"
"TX1505180107STCA1","ST","052","Malathion","0.0065","0.005","M","","","O","FR","N/A","NC","D","1","","CA","","8"
"TX1505180107STCA1","ST","B82","Bifenazate","0.0036","0.0025","M","","P","O","FR","N/A","NC","D","1","","CA","","1.5"
"TX1505180107STCA1","ST","B80","Acetamiprid","0.0032","0.0025","M","","","O","FR","N/A","NC","D","1","","CA","","0.60"
"TX1505180107STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.086","0.01","M","","","O","FR","N/A","NC","D","1","","CA","","20.0"
"TX1505180107STCA1","ST","AGG","Flonicamid","0.077","0.03","M","","","O","FR","N/A","NC","D","1","","CA","","1.5"
"TX1505180107STCA1","ST","B61","Pyraclostrobin","0.027","0.0025","M","","","O","FR","N/A","NC","D","1","","CA","","1.2"
"TX1505180107STCA1","ST","B23","Fludioxonil","0.027","0.01","M","","","O","FR","N/A","NC","D","1","","CA","","3.0"
"TX1505180107STCA1","ST","AGY","Spinetoram","0.025","0.01","M","","","O","FR","N/A","NC","D","1","","CA","","1.0"
"TX1505180107STCA1","ST","B22","Cyprodinil","0.024","0.0025","M","","","O","FR","N/A","NC","D","1","","CA","","5.0"
"TX1505180108STCA1","ST","264","Propiconazole","0.063","0.01","M","","","O","FR","N/A","NC","T","1","","CA","","1.3"
"TX1505180108STCA1","ST","808","Fenpropathrin","0.0079","0.005","M","","","O","FR","N/A","NC","T","1","","CA","","2.0"
"TX1505180108STCA1","ST","AGY","Spinetoram","0.023","0.01","M","","","O","FR","N/A","NC","T","1","","CA","","1.0"
"TX1505180108STCA1","ST","AKU","Cyflufenamid","0.02","0.0025","M","","","O","FR","N/A","NC","T","1","","CA","","0.20"
"TX1505180108STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.3","0.01","M","","","O","FR","N/A","NC","T","1","","CA","","20.0"
"TX1505180108STCA1","ST","B80","Acetamiprid","0.15","0.0025","M","","","O","FR","N/A","NC","T","1","","CA","","0.60"
"TX1505180108STCA1","ST","B75","Boscalid","0.13","0.005","M","","","O","FR","N/A","NC","T","1","","CA","","4.5"
"TX1505180108STCA1","ST","B16","Pyrimethanil","0.12","0.005","M","","","O","FR","N/A","NC","T","1","","CA","","3.0"
"TX1505180108STCA1","ST","AFX","Novaluron","0.098","0.02","M","","","O","FR","N/A","NC","T","1","","CA","","0.45"
"TX1505180204STCA1","ST","AGG","Flonicamid","0.097","0.03","M","","","O","FR","NA","NC","T","1","","CA","","1.5"
"TX1505180204STCA1","ST","B61","Pyraclostrobin","0.039","0.0025","M","","","O","FR","NA","NC","T","1","","CA","","1.2"
"TX1505180204STCA1","ST","AGW","Chlorantraniliprole","0.027","0.01","M","","","O","FR","NA","NC","T","1","","CA","","1.0"
"TX1505180204STCA1","ST","B22","Cyprodinil","0.34","0.0025","M","","","O","FR","NA","NC","T","1","","CA","","5.0"
"TX1505180204STCA1","ST","B75","Boscalid","0.17","0.005","M","","","O","FR","NA","NC","T","1","","CA","","4.5"
"TX1505180204STCA1","ST","B23","Fludioxonil","0.15","0.01","M","","","O","FR","NA","NC","T","1","","CA","","3.0"
"TX1505180211STCA1","ST","930","Bifenthrin","0.013","0.01","M","","","O","FR","Strawberries","NC","D","1","","CA","","3.0"
"TX1505180211STCA1","ST","967","Imidacloprid","0.0083","0.005","M","","","O","FR","Strawberries","NC","D","1","","CA","","0.50"
"TX1505180211STCA1","ST","B23","Fludioxonil","0.26","0.01","M","","","O","FR","Strawberries","NC","D","1","","CA","","3.0"
"TX1505180211STCA1","ST","AKS","Acequinocyl","0.21","0.01","M","","P","O","FR","Strawberries","NC","D","1","","CA","","0.50"
"TX1505180211STCA1","ST","AFX","Novaluron","0.11","0.02","M","","","O","FR","Strawberries","NC","D","1","","CA","","0.45"
"TX1505180211STCA1","ST","AGG","Flonicamid","0.085","0.03","M","","","O","FR","Strawberries","NC","D","1","","CA","","1.5"
"TX1505180211STCA1","ST","B84","Etoxazole","0.033","0.0025","M","","","O","FR","Strawberries","NC","D","1","","CA","","0.50"
"TX1505180406STCA1","ST","070","Piperonyl butoxide","0.12","0.005","M","","","O","FR","NA","NC","D","1","","","","EX3"
"TX1505180406STCA1","ST","B10","Hexythiazox","0.016","0.0025","M","","","O","FR","NA","NC","D","1","","","","6"
"TX1505180406STCA1","ST","679","Myclobutanil","0.011","0.01","M","","","O","FR","NA","NC","D","1","","","","0.50"
"TX1505180406STCA1","ST","607","Metalaxyl/Mefenoxam","0.0054","0.0025","M","","","O","FR","NA","NC","D","1","","","","10.0"
"TX1505180406STCA1","ST","AFX","Novaluron","0.083","0.02","M","","","O","FR","NA","NC","D","1","","","","0.45"
"TX1505180406STCA1","ST","ALV","Spiromesifen alcohol","0.018","0.0012","M","","","O","FR","NA","NC","D","1","","","","2.0"
"TX1505180406STCA1","ST","AKU","Cyflufenamid","0.017","0.0025","M","","","O","FR","NA","NC","D","1","","","","0.20"
"TX1505180419STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.12","0.01","M","","","O","FR","Strawberries","NC","D","1","","CA","","20.0"
"TX1505180419STCA1","ST","B16","Pyrimethanil","0.0057","0.005","M","","","O","FR","Strawberries","NC","D","1","","CA","","3.0"
"TX1505180419STCA1","ST","B80","Acetamiprid","0.1","0.0025","M","","","O","FR","Strawberries","NC","D","1","","CA","","0.60"
"TX1505180419STCA1","ST","B41","Fenhexamid","0.1","0.02","M","","","O","FR","Strawberries","NC","D","1","","CA","","3.0"
"TX1505180419STCA1","ST","AGG","Flonicamid","0.031","0.03","M","","","O","FR","Strawberries","NC","D","1","","CA","","1.5"
"TX1505180419STCA1","ST","B75","Boscalid","0.35","0.005","M","","","O","FR","Strawberries","NC","D","1","","CA","","4.5"
"TX1505180419STCA1","ST","B61","Pyraclostrobin","0.16","0.0025","M","","","O","FR","Strawberries","NC","D","1","","CA","","1.2"
"TX1505180424STCA1","ST","B75","Boscalid","0.14","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","4.5"
"TX1505180424STCA1","ST","052","Malathion","0.01","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","8"
"TX1505180424STCA1","ST","A61","Triflumizole","0.0091","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","2.0"
"TX1505180424STCA1","ST","B10","Hexythiazox","0.0068","0.0025","M","","","O","FR","Unknown","NC","D","1","","CA","","6"
"TX1505180424STCA1","ST","B43","Thiamethoxam","0.0067","0.0025","M","","","O","FR","Unknown","NC","D","1","","CA","","0.30"
"TX1505180424STCA1","ST","B57","Quinoxyfen","0.0029","0.0025","M","","","O","FR","Unknown","NC","D","1","","CA","","1.0"
"TX1505180424STCA1","ST","AGG","Flonicamid","0.12","0.03","M","","","O","FR","Unknown","NC","D","1","","CA","","1.5"
"TX1505180424STCA1","ST","B41","Fenhexamid","0.11","0.02","M","","","O","FR","Unknown","NC","D","1","","CA","","3.0"
"TX1505180424STCA1","ST","679","Myclobutanil","0.055","0.01","M","","","O","FR","Unknown","NC","D","1","","CA","","0.50"
"TX1505180424STCA1","ST","B61","Pyraclostrobin","0.041","0.0025","M","","","O","FR","Unknown","NC","D","1","","CA","","1.2"
"TX1505180424STCA1","ST","AFX","Novaluron","0.031","0.02","M","","","O","FR","Unknown","NC","D","1","","CA","","0.45"
"TX1505180424STCA1","ST","967","Imidacloprid","0.013","0.005","M","","","O","FR","Unknown","NC","D","1","","CA","","0.50"
"TX1505180424STCA1","ST","AGW","Chlorantraniliprole","0.01","0.01","M","","","O","FR","Unknown","NC","D","1","","CA","","1.0"
"TX1505180424STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.41","0.01","M","","","O","FR","Unknown","NC","D","1","","CA","","20.0"
"TX1505180425STCA1","ST","B16","Pyrimethanil","0.65","0.005","M","","","O","FR","N/A","NC","D","1","","CA","","3.0"
"TX1505180425STCA1","ST","AGW","Chlorantraniliprole","0.012","0.01","M","","","O","FR","N/A","NC","D","1","","CA","","1.0"
"TX1505180425STCA1","ST","070","Piperonyl butoxide","0.01","0.005","M","","","O","FR","N/A","NC","D","1","","CA","","EX3"
"TX1505180425STCA1","ST","B61","Pyraclostrobin","0.0079","0.0025","M","","","O","FR","N/A","NC","D","1","","CA","","1.2"
"TX1505180425STCA1","ST","AKS","Acequinocyl","0.23","0.01","M","","P","O","FR","N/A","NC","D","1","","CA","","0.50"
"TX1505180425STCA1","ST","B22","Cyprodinil","0.16","0.0025","M","","","O","FR","N/A","NC","D","1","","CA","","5.0"
"TX1505180425STCA1","ST","B23","Fludioxonil","0.1","0.01","M","","","O","FR","N/A","NC","D","1","","CA","","3.0"
"TX1505180425STCA1","ST","B75","Boscalid","0.092","0.005","M","","","O","FR","N/A","NC","D","1","","CA","","4.5"
"TX1505180425STCA1","ST","AGG","Flonicamid","0.066","0.03","M","","","O","FR","N/A","NC","D","1","","CA","","1.5"
"TX1505180425STCA1","ST","AFX","Novaluron","0.059","0.02","M","","","O","FR","N/A","NC","D","1","","CA","","0.45"
"TX1506150020STCA1","ST","338","Dichlorvos (DDVP)","0.094","0.02","M","","","O","FR","NA","NC","D","1","","CA","","1"
"TX1506150020STCA1","ST","AKD","Penthiopyrad","0.0058","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"TX1506150020STCA1","ST","130","Trichlorfon","0.0028","0.0025","M","V","","O","FR","NA","NC","D","1","","CA","","NT"
"TX1506150020STCA1","ST","B72","Tetraconazole","0.025","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","0.25"
"TX1506150020STCA1","ST","679","Myclobutanil","0.011","0.01","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"TX1506150020STCA1","ST","AKS","Acequinocyl","0.66","0.01","M","X","P","O","FR","NA","NC","D","1","","CA","","0.50"
"TX1506150020STCA1","ST","B16","Pyrimethanil","0.49","0.005","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"TX1506150020STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.33","0.01","M","","","O","FR","NA","NC","D","1","","CA","","20.0"
