"Program","Year","Period","Week Ending","State","State ANSI","Data Item","Data label 1","Data label 2","Value","CV (%)"
"SURVEY",2006,"MARKETING YEAR",NA,"NEW YORK","36","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"170",NA
"SURVEY",2006,"MARKETING YEAR",NA,"NORTH CAROLINA","37","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"90",NA
"SURVEY",2006,"MARKETING YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"90",NA
"SURVEY",2006,"MARKETING YEAR",NA,"OREGON","41","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"69.1",NA
"SURVEY",2006,"MARKETING YEAR",NA,"OREGON","41","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"134",NA
"SURVEY",2006,"MARKETING YEAR",NA,"OREGON","41","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"57",NA
"SURVEY",2006,"MARKETING YEAR",NA,"WASHINGTON","53","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"60.4",NA
"SURVEY",2006,"MARKETING YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"91.5",NA
"SURVEY",2006,"MARKETING YEAR",NA,"WASHINGTON","53","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"55.6",NA
"SURVEY",2006,"MAY",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"61.8",NA
"SURVEY",2006,"NOV",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"96.1",NA
"SURVEY",2006,"OCT",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"72.9",NA
"SURVEY",2006,"SEP",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"77.6",NA
"SURVEY",2006,"YEAR",NA,"CALIFORNIA","06","ACRES HARVESTED",NA,NA,"35,800",NA
"SURVEY",2006,"YEAR",NA,"CALIFORNIA","06","ACRES PLANTED",NA,NA,"35,800",NA
"SURVEY",2006,"YEAR",NA,"CALIFORNIA","06","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"56.7",NA
"SURVEY",2006,"YEAR",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN $",NA,"1,199,341,000",NA
"SURVEY",2006,"YEAR",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN CWT",NA,"21,163,000",NA
"SURVEY",2006,"YEAR",NA,"CALIFORNIA","06","YIELD","MEASURED IN CWT / ACRE",NA,"590",NA
"SURVEY",2006,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"65.1",NA
"SURVEY",2006,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"1,076,884,000",NA
"SURVEY",2006,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"16,542,000",NA
"SURVEY",2006,"YEAR",NA,"CALIFORNIA","06","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"26.5",NA
"SURVEY",2006,"YEAR",NA,"CALIFORNIA","06","PROCESSING - PRODUCTION","MEASURED IN $",NA,"122,457,000",NA
"SURVEY",2006,"YEAR",NA,"CALIFORNIA","06","PROCESSING - PRODUCTION","MEASURED IN CWT",NA,"4,621,000",NA
"SURVEY",2006,"YEAR",NA,"FLORIDA","12","ACRES HARVESTED",NA,NA,"7,300",NA
"SURVEY",2006,"YEAR",NA,"FLORIDA","12","ACRES PLANTED",NA,NA,"7,400",NA
"SURVEY",2006,"YEAR",NA,"FLORIDA","12","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"117",NA
"SURVEY",2006,"YEAR",NA,"FLORIDA","12","PRODUCTION","MEASURED IN $",NA,"239,148,000",NA
"SURVEY",2006,"YEAR",NA,"FLORIDA","12","PRODUCTION","MEASURED IN CWT",NA,"2,044,000",NA
"SURVEY",2006,"YEAR",NA,"FLORIDA","12","YIELD","MEASURED IN CWT / ACRE",NA,"280",NA
"SURVEY",2006,"YEAR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"117",NA
"SURVEY",2006,"YEAR",NA,"FLORIDA","12","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"239,148,000",NA
"SURVEY",2006,"YEAR",NA,"FLORIDA","12","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"2,044,000",NA
"SURVEY",2006,"YEAR",NA,"NEW YORK","36","ACRES HARVESTED",NA,NA,"1,500",NA
"SURVEY",2006,"YEAR",NA,"NEW YORK","36","ACRES PLANTED",NA,NA,"1,700",NA
"SURVEY",2006,"YEAR",NA,"NEW YORK","36","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"170",NA
"SURVEY",2006,"YEAR",NA,"NEW YORK","36","PRODUCTION","MEASURED IN $",NA,"7,480,000",NA
"SURVEY",2006,"YEAR",NA,"NEW YORK","36","PRODUCTION","MEASURED IN CWT",NA,"44,000",NA
"SURVEY",2006,"YEAR",NA,"NEW YORK","36","YIELD","MEASURED IN CWT / ACRE",NA,"29",NA
"SURVEY",2006,"YEAR",NA,"NEW YORK","36","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"170",NA
"SURVEY",2006,"YEAR",NA,"NEW YORK","36","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"7,480,000",NA
"SURVEY",2006,"YEAR",NA,"NEW YORK","36","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"44,000",NA
"SURVEY",2006,"YEAR",NA,"NORTH CAROLINA","37","ACRES HARVESTED",NA,NA,"1,600",NA
"SURVEY",2006,"YEAR",NA,"NORTH CAROLINA","37","ACRES PLANTED",NA,NA,"1,700",NA
"SURVEY",2006,"YEAR",NA,"NORTH CAROLINA","37","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"90",NA
"SURVEY",2006,"YEAR",NA,"NORTH CAROLINA","37","PRODUCTION","MEASURED IN $",NA,"19,440,000",NA
"SURVEY",2006,"YEAR",NA,"NORTH CAROLINA","37","PRODUCTION","MEASURED IN CWT",NA,"216,000",NA
"SURVEY",2006,"YEAR",NA,"NORTH CAROLINA","37","YIELD","MEASURED IN CWT / ACRE",NA,"135",NA
"SURVEY",2006,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"90",NA
"SURVEY",2006,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"19,440,000",NA
"SURVEY",2006,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"216,000",NA
"SURVEY",2006,"YEAR",NA,"OREGON","41","ACRES HARVESTED",NA,NA,"2,100",NA
"SURVEY",2006,"YEAR",NA,"OREGON","41","ACRES PLANTED",NA,NA,"2,400",NA
"SURVEY",2006,"YEAR",NA,"OREGON","41","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"69.1",NA
"SURVEY",2006,"YEAR",NA,"OREGON","41","PRODUCTION","MEASURED IN $",NA,"15,882,000",NA
"SURVEY",2006,"YEAR",NA,"OREGON","41","PRODUCTION","MEASURED IN CWT",NA,"230,000",NA
"SURVEY",2006,"YEAR",NA,"OREGON","41","YIELD","MEASURED IN CWT / ACRE",NA,"110",NA
"SURVEY",2006,"YEAR",NA,"OREGON","41","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"134",NA
"SURVEY",2006,"YEAR",NA,"OREGON","41","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"4,824,000",NA
"SURVEY",2006,"YEAR",NA,"OREGON","41","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"36,000",NA
"SURVEY",2006,"YEAR",NA,"OREGON","41","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"57",NA
"SURVEY",2006,"YEAR",NA,"OREGON","41","PROCESSING - PRODUCTION","MEASURED IN $",NA,"11,058,000",NA
"SURVEY",2006,"YEAR",NA,"OREGON","41","PROCESSING - PRODUCTION","MEASURED IN CWT",NA,"194,000",NA
"SURVEY",2006,"YEAR",NA,"WASHINGTON","53","ACRES HARVESTED",NA,NA,"1,600",NA
"SURVEY",2006,"YEAR",NA,"WASHINGTON","53","ACRES PLANTED",NA,NA,"1,600",NA
"SURVEY",2006,"YEAR",NA,"WASHINGTON","53","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"60.4",NA
"SURVEY",2006,"YEAR",NA,"WASHINGTON","53","PRODUCTION","MEASURED IN $",NA,"7,728,000",NA
"SURVEY",2006,"YEAR",NA,"WASHINGTON","53","PRODUCTION","MEASURED IN CWT",NA,"128,000",NA
"SURVEY",2006,"YEAR",NA,"WASHINGTON","53","YIELD","MEASURED IN CWT / ACRE",NA,"80",NA
"SURVEY",2006,"YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"91.5",NA
"SURVEY",2006,"YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"1,556,000",NA
"SURVEY",2006,"YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"17,000",NA
"SURVEY",2006,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"55.6",NA
"SURVEY",2006,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRODUCTION","MEASURED IN $",NA,"6,172,000",NA
"SURVEY",2006,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRODUCTION","MEASURED IN CWT",NA,"111,000",NA
"SURVEY",2005,"APR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"54",NA
"SURVEY",2005,"APR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"52.4",NA
"SURVEY",2005,"AUG",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"66",NA
"SURVEY",2005,"DEC",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"154",NA
"SURVEY",2005,"DEC",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"245",NA
"SURVEY",2005,"DEC",NA,"FLORIDA","12","SPRING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"282",NA
"SURVEY",2005,"FEB",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"110",NA
"SURVEY",2005,"FEB",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"106",NA
"SURVEY",2005,"JAN",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"114",NA
"SURVEY",2005,"JAN",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"147",NA
"SURVEY",2005,"JUL",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"56",NA
"SURVEY",2005,"JUN",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"55",NA
"SURVEY",2005,"MAR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"62",NA
"SURVEY",2005,"MAR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"69.9",NA
"SURVEY",2005,"MARKETING YEAR",NA,"CALIFORNIA","06","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"54.6",NA
"SURVEY",2005,"MARKETING YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"62.6",NA
"SURVEY",2005,"MARKETING YEAR",NA,"CALIFORNIA","06","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"27.8",NA
"SURVEY",2005,"MARKETING YEAR",NA,"FLORIDA","12","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"110",NA
"SURVEY",2005,"MARKETING YEAR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"110",NA
"SURVEY",2005,"MARKETING YEAR",NA,"NEW YORK","36","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"155",NA
"SURVEY",2005,"MARKETING YEAR",NA,"NEW YORK","36","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"155",NA
"SURVEY",2005,"MARKETING YEAR",NA,"NORTH CAROLINA","37","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"95",NA
"SURVEY",2005,"MARKETING YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"95",NA
"SURVEY",2005,"MARKETING YEAR",NA,"OREGON","41","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"54.7",NA
"SURVEY",2005,"MARKETING YEAR",NA,"OREGON","41","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"118",NA
"SURVEY",2005,"MARKETING YEAR",NA,"OREGON","41","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"48",NA
"SURVEY",2005,"MARKETING YEAR",NA,"WASHINGTON","53","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"47.1",NA
"SURVEY",2005,"MARKETING YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"113",NA
"SURVEY",2005,"MARKETING YEAR",NA,"WASHINGTON","53","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"36",NA
"SURVEY",2005,"MAY",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"59",NA
"SURVEY",2005,"NOV",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"77",NA
"SURVEY",2005,"OCT",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"57",NA
"SURVEY",2005,"SEP",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"70",NA
"SURVEY",2005,"YEAR",NA,"CALIFORNIA","06","ACRES HARVESTED",NA,NA,"34,300",NA
"SURVEY",2005,"YEAR",NA,"CALIFORNIA","06","ACRES PLANTED",NA,NA,"34,300",NA
"SURVEY",2005,"YEAR",NA,"CALIFORNIA","06","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"54.6",NA
"SURVEY",2005,"YEAR",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN $",NA,"1,122,834,000",NA
"SURVEY",2005,"YEAR",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN CWT",NA,"20,580,000",NA
"SURVEY",2005,"YEAR",NA,"CALIFORNIA","06","YIELD","MEASURED IN CWT / ACRE",NA,"600",NA
"SURVEY",2005,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"62.6",NA
"SURVEY",2005,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"990,645,000",NA
"SURVEY",2005,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"15,825,000",NA
"SURVEY",2005,"YEAR",NA,"CALIFORNIA","06","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"27.8",NA
"SURVEY",2005,"YEAR",NA,"CALIFORNIA","06","PROCESSING - PRODUCTION","MEASURED IN $",NA,"132,189,000",NA
"SURVEY",2005,"YEAR",NA,"CALIFORNIA","06","PROCESSING - PRODUCTION","MEASURED IN CWT",NA,"4,755,000",NA
"SURVEY",2005,"YEAR",NA,"FLORIDA","12","ACRES HARVESTED",NA,NA,"7,300",NA
"SURVEY",2005,"YEAR",NA,"FLORIDA","12","ACRES PLANTED",NA,NA,"7,300",NA
"SURVEY",2005,"YEAR",NA,"FLORIDA","12","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"110",NA
"SURVEY",2005,"YEAR",NA,"FLORIDA","12","PRODUCTION","MEASURED IN $",NA,"196,790,000",NA
"SURVEY",2005,"YEAR",NA,"FLORIDA","12","PRODUCTION","MEASURED IN CWT",NA,"1,789,000",NA
"SURVEY",2005,"YEAR",NA,"FLORIDA","12","YIELD","MEASURED IN CWT / ACRE",NA,"245",NA
"SURVEY",2005,"YEAR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"110",NA
"SURVEY",2005,"YEAR",NA,"FLORIDA","12","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"196,790,000",NA
"SURVEY",2005,"YEAR",NA,"FLORIDA","12","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"1,789,000",NA
"SURVEY",2005,"YEAR",NA,"NEW YORK","36","ACRES HARVESTED",NA,NA,"1,500",NA
"SURVEY",2005,"YEAR",NA,"NEW YORK","36","ACRES PLANTED",NA,NA,"1,700",NA
"SURVEY",2005,"YEAR",NA,"NEW YORK","36","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"155",NA
"SURVEY",2005,"YEAR",NA,"NEW YORK","36","PRODUCTION","MEASURED IN $",NA,"8,060,000",NA
"SURVEY",2005,"YEAR",NA,"NEW YORK","36","PRODUCTION","MEASURED IN CWT",NA,"52,000",NA
"SURVEY",2005,"YEAR",NA,"NEW YORK","36","YIELD","MEASURED IN CWT / ACRE",NA,"35",NA
"SURVEY",2005,"YEAR",NA,"NEW YORK","36","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"155",NA
"SURVEY",2005,"YEAR",NA,"NEW YORK","36","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"8,060,000",NA
"SURVEY",2005,"YEAR",NA,"NEW YORK","36","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"52,000",NA
"SURVEY",2005,"YEAR",NA,"NORTH CAROLINA","37","ACRES HARVESTED",NA,NA,"1,500",NA
"SURVEY",2005,"YEAR",NA,"NORTH CAROLINA","37","ACRES PLANTED",NA,NA,"1,600",NA
"SURVEY",2005,"YEAR",NA,"NORTH CAROLINA","37","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"95",NA
"SURVEY",2005,"YEAR",NA,"NORTH CAROLINA","37","PRODUCTION","MEASURED IN $",NA,"18,525,000",NA
"SURVEY",2005,"YEAR",NA,"NORTH CAROLINA","37","PRODUCTION","MEASURED IN CWT",NA,"195,000",NA
"SURVEY",2005,"YEAR",NA,"NORTH CAROLINA","37","YIELD","MEASURED IN CWT / ACRE",NA,"130",NA
"SURVEY",2005,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"95",NA
"SURVEY",2005,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"18,525,000",NA
"SURVEY",2005,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"195,000",NA
"SURVEY",2005,"YEAR",NA,"OREGON","41","ACRES HARVESTED",NA,NA,"2,200",NA
"SURVEY",2005,"YEAR",NA,"OREGON","41","ACRES PLANTED",NA,NA,"2,600",NA
"SURVEY",2005,"YEAR",NA,"OREGON","41","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"54.7",NA
"SURVEY",2005,"YEAR",NA,"OREGON","41","PRODUCTION","MEASURED IN $",NA,"13,680,000",NA
"SURVEY",2005,"YEAR",NA,"OREGON","41","PRODUCTION","MEASURED IN CWT",NA,"250,000",NA
"SURVEY",2005,"YEAR",NA,"OREGON","41","YIELD","MEASURED IN CWT / ACRE",NA,"115",NA
"SURVEY",2005,"YEAR",NA,"OREGON","41","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"118",NA
"SURVEY",2005,"YEAR",NA,"OREGON","41","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"2,832,000",NA
"SURVEY",2005,"YEAR",NA,"OREGON","41","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"24,000",NA
"SURVEY",2005,"YEAR",NA,"OREGON","41","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"48",NA
"SURVEY",2005,"YEAR",NA,"OREGON","41","PROCESSING - PRODUCTION","MEASURED IN $",NA,"10,848,000",NA
"SURVEY",2005,"YEAR",NA,"OREGON","41","PROCESSING - PRODUCTION","MEASURED IN CWT",NA,"226,000",NA
"SURVEY",2005,"YEAR",NA,"WASHINGTON","53","ACRES HARVESTED",NA,NA,"1,700",NA
"SURVEY",2005,"YEAR",NA,"WASHINGTON","53","ACRES PLANTED",NA,NA,"1,700",NA
"SURVEY",2005,"YEAR",NA,"WASHINGTON","53","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"47.1",NA
"SURVEY",2005,"YEAR",NA,"WASHINGTON","53","PRODUCTION","MEASURED IN $",NA,"7,202,000",NA
"SURVEY",2005,"YEAR",NA,"WASHINGTON","53","PRODUCTION","MEASURED IN CWT",NA,"153,000",NA
"SURVEY",2005,"YEAR",NA,"WASHINGTON","53","YIELD","MEASURED IN CWT / ACRE",NA,"90",NA
"SURVEY",2005,"YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"113",NA
"SURVEY",2005,"YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"2,486,000",NA
"SURVEY",2005,"YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"22,000",NA
"SURVEY",2005,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"36",NA
"SURVEY",2005,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRODUCTION","MEASURED IN $",NA,"4,716,000",NA
"SURVEY",2005,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRODUCTION","MEASURED IN CWT",NA,"131,000",NA
"SURVEY",2004,"APR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"44.4",NA
"SURVEY",2004,"AUG",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"65.2",NA
"SURVEY",2004,"AUG",NA,"CALIFORNIA","06","WINTER - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"76.9",NA
"SURVEY",2004,"DEC",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"154",NA
"SURVEY",2004,"DEC",NA,"CALIFORNIA","06","WINTER - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"182",NA
"SURVEY",2004,"DEC",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"174",NA
"SURVEY",2004,"FEB",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"120",NA
"SURVEY",2004,"FEB",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"119",NA
"SURVEY",2004,"FEB",NA,"FLORIDA","12","SPRING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"119",NA
"SURVEY",2004,"JAN",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"127",NA
"SURVEY",2004,"JAN",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"151",NA
"SURVEY",2004,"JAN",NA,"FLORIDA","12","SPRING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"151",NA
"SURVEY",2004,"JUL",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"50.4",NA
"SURVEY",2004,"JUL",NA,"CALIFORNIA","06","WINTER - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"59.5",NA
"SURVEY",2004,"JUN",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"56.2",NA
"SURVEY",2004,"MAR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"58",NA
"SURVEY",2004,"MAR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"70",NA
"SURVEY",2004,"MAR",NA,"FLORIDA","12","SPRING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"70",NA
"SURVEY",2004,"MARKETING YEAR",NA,"CALIFORNIA","06","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"53.1",NA
"SURVEY",2004,"MARKETING YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"62.2",NA
"SURVEY",2004,"MARKETING YEAR",NA,"CALIFORNIA","06","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"24.9",NA
"SURVEY",2004,"MARKETING YEAR",NA,"FLORIDA","12","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"109",NA
"SURVEY",2004,"MARKETING YEAR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"109",NA
"SURVEY",2004,"MARKETING YEAR",NA,"NEW YORK","36","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"160",NA
"SURVEY",2004,"MARKETING YEAR",NA,"NEW YORK","36","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"160",NA
"SURVEY",2004,"MARKETING YEAR",NA,"NORTH CAROLINA","37","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"90",NA
"SURVEY",2004,"MARKETING YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"90",NA
"SURVEY",2004,"MARKETING YEAR",NA,"OREGON","41","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"48.9",NA
"SURVEY",2004,"MARKETING YEAR",NA,"OREGON","41","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"124",NA
"SURVEY",2004,"MARKETING YEAR",NA,"OREGON","41","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"41.5",NA
"SURVEY",2004,"MARKETING YEAR",NA,"WASHINGTON","53","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"47.8",NA
"SURVEY",2004,"MARKETING YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"110",NA
"SURVEY",2004,"MARKETING YEAR",NA,"WASHINGTON","53","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"40",NA
"SURVEY",2004,"MAY",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"54.7",NA
